,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Match Report,name,season
3,2023-08-12,Sat,Premier League,Matchweek 1,Away,L 1–4,Luton Town,Brighton,Y,CB,90,0,0,0,0,0,0,0,0,36.0,3.0,2,3.0,0.0,0.0,0.0,0.0,0.0,17.0,19.0,89.5,1.0,16.0,0.0,2.0,0.0,Match Report,Amarii Bell,2023/2024
4,2023-08-25,Fri,Premier League,Matchweek 3,Away,L 0–3,Luton Town,Chelsea,Y,CB,90,0,0,0,0,0,0,0,0,63.0,7.0,0,1.0,0.0,0.0,0.0,0.0,0.0,37.0,49.0,75.5,4.0,43.0,0.0,0.0,0.0,Match Report,Amarii Bell,2023/2024
6,2023-09-01,Fri,Premier League,Matchweek 4,Home,L 1–2,Luton Town,West Ham,Y,CB,90,0,0,0,0,0,0,0,0,54.0,2.0,0,1.0,0.0,0.0,0.0,3.0,1.0,36.0,43.0,83.7,5.0,18.0,0.0,0.0,0.0,Match Report,Amarii Bell,2023/2024
0,2023-08-12,Sat,Premier League,Matchweek 1,Away,L 1–4,Luton Town,Brighton,Y,GK,90,0,0,0,0,0,0,0,0,42,0,0,0,0.0,0.0,0.0,0,0,21,37,56.8,0,22,0,0,0,Match Report,Thomas Kaminski,2023/2024
1,2023-08-25,Fri,Premier League,Matchweek 3,Away,L 0–3,Luton Town,Chelsea,Y,GK,90,0,0,0,0,0,0,0,0,36,0,0,0,0.0,0.0,0.0,0,0,18,34,52.9,0,20,0,0,0,Match Report,Thomas Kaminski,2023/2024
3,2023-09-01,Fri,Premier League,Matchweek 4,Home,L 1–2,Luton Town,West Ham,Y,GK,90,0,0,0,0,0,0,0,0,39,0,0,0,0.0,0.0,0.0,0,0,16,39,41.0,0,19,0,0,0,Match Report,Thomas Kaminski,2023/2024
0,2023-08-12,Sat,Premier League,Matchweek 1,Away,L 1–4,Luton Town,Brighton,Y,FW,90,1,0,1,1,3,1,0,0,41,0,0,0,1.1,0.3,0.0,4,1,20,33,60.6,5,19,2,1,1,Match Report,Carlton Morris,2023/2024
1,2023-08-25,Fri,Premier League,Matchweek 3,Away,L 0–3,Luton Town,Chelsea,Y,FW,90,0,0,0,0,3,0,0,0,27,0,0,0,0.2,0.2,0.0,3,0,12,17,70.6,5,14,1,2,1,Match Report,Carlton Morris,2023/2024
3,2023-09-01,Fri,Premier League,Matchweek 4,Home,L 1–2,Luton Town,West Ham,Y*,FW,90,0,1,0,0,2,0,0,0,52,2,0,2,0.2,0.2,0.1,4,1,18,36,50.0,2,16,1,1,0,Match Report,Carlton Morris,2023/2024
0,2023-08-12,Sat,Premier League,Matchweek 1,Away,L 1–4,Luton Town,Brighton,Y,CM,90,0,0,0,0,1,0,0,0,32.0,3.0,0,2.0,0.0,0.0,0.0,1.0,0.0,19.0,21.0,90.5,0.0,13.0,0.0,0.0,0.0,Match Report,Marvelous Nakamba,2023/2024
1,2023-08-25,Fri,Premier League,Matchweek 3,Away,L 0–3,Luton Town,Chelsea,Y,CM,90,0,0,0,0,0,0,1,0,42.0,3.0,1,0.0,0.0,0.0,0.0,3.0,0.0,33.0,37.0,89.2,3.0,26.0,0.0,0.0,0.0,Match Report,Marvelous Nakamba,2023/2024
3,2023-09-01,Fri,Premier League,Matchweek 4,Home,L 1–2,Luton Town,West Ham,Y,CM,90,0,0,0,0,0,0,1,0,69.0,2.0,2,2.0,0.0,0.0,0.2,2.0,0.0,48.0,56.0,85.7,6.0,29.0,0.0,1.0,0.0,Match Report,Marvelous Nakamba,2023/2024
0,2023-08-12,Sat,Premier League,Matchweek 1,Away,L 1–4,Luton Town,Brighton,Y,WB,90,0,0,0,0,0,0,0,0,48.0,2.0,0,0.0,0.0,0.0,0.1,4.0,0.0,18.0,39.0,46.2,3.0,15.0,2.0,2.0,0.0,Match Report,Ryan John Giles,2023/2024
1,2023-08-25,Fri,Premier League,Matchweek 3,Away,L 0–3,Luton Town,Chelsea,Y,"LB,LM",90,0,0,0,0,1,1,0,0,44.0,1.0,0,0.0,0.1,0.1,0.0,2.0,0.0,30.0,40.0,75.0,3.0,24.0,0.0,0.0,0.0,Match Report,Ryan John Giles,2023/2024
3,2023-09-01,Fri,Premier League,Matchweek 4,Home,L 1–2,Luton Town,West Ham,Y,LB,70,0,0,0,0,0,0,0,0,35.0,0.0,1,1.0,0.0,0.0,0.0,4.0,0.0,18.0,28.0,64.3,2.0,13.0,3.0,4.0,2.0,Match Report,Ryan John Giles,2023/2024
0,2023-08-12,Sat,Premier League,Matchweek 1,Away,L 1–4,Luton Town,Brighton,Y,CM,87,0,0,0,0,0,0,0,0,36,2,1,0,0.0,0.0,0.0,1,0,18,22,81.8,3,22,0,1,0,Match Report,Tahith Chong,2023/2024
1,2023-08-25,Fri,Premier League,Matchweek 3,Away,L 0–3,Luton Town,Chelsea,Y,CM,76,0,0,0,0,1,0,0,0,27,4,1,0,0.0,0.0,0.0,2,0,18,20,90.0,1,19,2,2,1,Match Report,Tahith Chong,2023/2024
3,2023-09-01,Fri,Premier League,Matchweek 4,Home,L 1–2,Luton Town,West Ham,Y,CM,83,0,0,0,0,2,0,0,0,39,0,0,2,0.2,0.2,0.0,1,0,22,27,81.5,6,22,2,5,0,Match Report,Tahith Chong,2023/2024
0,2023-08-12,Sat,Premier League,Matchweek 1,Away,L 1–4,Luton Town,Brighton,Y,FW,63,0,0,0,0,0,0,0,0,16.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,7.0,10.0,70.0,4.0,7.0,1.0,3.0,0.0,Match Report,Elijah Adebayo,2023/2024
1,2023-08-25,Fri,Premier League,Matchweek 3,Away,L 0–3,Luton Town,Chelsea,Y,FW,69,0,0,0,0,0,0,0,0,20.0,0.0,0,1.0,0.0,0.0,0.1,1.0,0.0,13.0,15.0,86.7,1.0,12.0,0.0,2.0,1.0,Match Report,Elijah Adebayo,2023/2024
3,2023-09-01,Fri,Premier League,Matchweek 4,Home,L 1–2,Luton Town,West Ham,Y,FW,70,0,0,0,0,3,0,0,0,22.0,0.0,0,0.0,0.4,0.4,0.0,1.0,0.0,4.0,6.0,66.7,0.0,12.0,0.0,5.0,2.0,Match Report,Elijah Adebayo,2023/2024
0,2023-08-12,Sat,Premier League,Matchweek 1,Away,L 1–4,Luton Town,Brighton,Y*,CB,90,0,0,0,0,0,0,0,0,34.0,2.0,1,2.0,0.0,0.0,0.0,0.0,0.0,13.0,20.0,65.0,2.0,16.0,0.0,1.0,0.0,Match Report,Tom Lockyer,2023/2024
1,2023-08-25,Fri,Premier League,Matchweek 3,Away,L 0–3,Luton Town,Chelsea,Y*,CB,90,0,0,0,0,0,0,1,0,39.0,1.0,0,3.0,0.0,0.0,0.0,1.0,0.0,18.0,27.0,66.7,3.0,21.0,0.0,0.0,0.0,Match Report,Tom Lockyer,2023/2024
0,2023-08-12,Sat,Premier League,Matchweek 1,Away,L 1–4,Luton Town,Brighton,Y,CB,75,0,0,0,0,0,0,1,0,28.0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,16.0,17.0,94.1,2.0,12.0,0.0,0.0,0.0,Match Report,Mads Juel Andersen,2023/2024
1,2023-08-25,Fri,Premier League,Matchweek 3,Away,L 0–3,Luton Town,Chelsea,N,CB,14,0,0,0,0,0,0,0,0,9.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,71.4,1.0,4.0,0.0,0.0,0.0,Match Report,Mads Juel Andersen,2023/2024
3,2023-09-01,Fri,Premier League,Matchweek 4,Home,L 1–2,Luton Town,West Ham,Y,CB,90,1,0,0,0,2,1,0,0,44.0,1.0,1,2.0,0.2,0.2,0.0,0.0,0.0,20.0,30.0,66.7,1.0,14.0,0.0,0.0,0.0,Match Report,Mads Juel Andersen,2023/2024
0,2023-08-25,Fri,Premier League,Matchweek 3,Away,L 0–3,Luton Town,Chelsea,Y,CB,76,0,0,0,0,0,0,0,0,32.0,1.0,0,1.0,0.0,0.0,0.0,1.0,0.0,20.0,25.0,80.0,3.0,18.0,0.0,0.0,0.0,Match Report,Reece Burke,2023/2024
2,2023-09-01,Fri,Premier League,Matchweek 4,Home,L 1–2,Luton Town,West Ham,Y,CB,90,0,0,0,0,3,0,0,0,50.0,2.0,1,1.0,0.3,0.3,0.2,2.0,0.0,29.0,38.0,76.3,3.0,15.0,0.0,0.0,0.0,Match Report,Reece Burke,2023/2024
0,2023-08-12,Sat,Premier League,Matchweek 1,Away,L 1–4,Luton Town,Brighton,Y,WB,63,0,0,0,0,1.0,0.0,1,0,28.0,1.0,2.0,0.0,0.0,0.0,0.3,3.0,0.0,16.0,22.0,72.7,4.0,21.0,6.0,0.0,0.0,Match Report,Issa Kabore,2023/2024
1,2023-08-25,Fri,Premier League,Matchweek 3,Away,L 0–3,Luton Town,Chelsea,Y,RB,69,0,0,0,0,1.0,0.0,0,0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,16.0,20.0,80.0,2.0,19.0,3.0,4.0,3.0,Match Report,Issa Kabore,2023/2024
3,2023-09-01,Fri,Premier League,Matchweek 4,Home,L 1–2,Luton Town,West Ham,N,RB,20,0,0,0,0,0.0,0.0,0,0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,11.0,81.8,0.0,6.0,0.0,0.0,0.0,Match Report,Issa Kabore,2023/2024
0,2023-08-25,Fri,Premier League,Matchweek 3,Away,L 0–3,Luton Town,Chelsea,Y,CM,76,0,0,0,0,2,0,0,0,35.0,0.0,1,0.0,0.1,0.1,0.0,1.0,0.0,25.0,29.0,86.2,3.0,21.0,0.0,0.0,0.0,Match Report,Ross Barkley,2023/2024
2,2023-09-01,Fri,Premier League,Matchweek 4,Home,L 1–2,Luton Town,West Ham,Y,CM,70,0,0,0,0,2,0,0,0,36.0,0.0,1,1.0,0.2,0.2,0.3,5.0,0.0,22.0,29.0,75.9,5.0,16.0,1.0,3.0,3.0,Match Report,Ross Barkley,2023/2024
0,2023-08-12,Sat,Premier League,Matchweek 1,Away,L 1–4,Luton Town,Brighton,N,WB,27,0,0,0,0,0,0,0,0,9.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,85.7,2.0,2.0,0.0,0.0,0.0,Match Report,Alfie Doughty,2023/2024
1,2023-08-25,Fri,Premier League,Matchweek 3,Away,L 0–3,Luton Town,Chelsea,N,"RM,RB",21,0,0,0,0,0,0,0,0,11.0,1.0,1,0.0,0.0,0.0,0.0,1.0,0.0,7.0,10.0,70.0,0.0,6.0,0.0,0.0,0.0,Match Report,Alfie Doughty,2023/2024
3,2023-09-01,Fri,Premier League,Matchweek 4,Home,L 1–2,Luton Town,West Ham,Y,"RB,LB",77,0,0,0,0,1,0,0,0,50.0,4.0,0,2.0,0.0,0.0,0.1,3.0,0.0,27.0,38.0,71.1,4.0,16.0,0.0,3.0,2.0,Match Report,Alfie Doughty,2023/2024
0,2023-08-12,Sat,Premier League,Matchweek 1,Away,L 1–4,Luton Town,Brighton,Y,CM,87,0,0,0,0,2,0,0,0,22.0,1.0,1,1.0,0.3,0.3,0.0,0.0,0.0,9.0,14.0,64.3,1.0,15.0,1.0,0.0,0.0,Match Report,Pelly Ruddock Mpanzu,2023/2024
1,2023-08-25,Fri,Premier League,Matchweek 3,Away,L 0–3,Luton Town,Chelsea,N,CM,14,0,0,0,0,1,0,0,0,3.0,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,100.0,1.0,3.0,0.0,1.0,1.0,Match Report,Pelly Ruddock Mpanzu,2023/2024
3,2023-09-01,Fri,Premier League,Matchweek 4,Home,L 1–2,Luton Town,West Ham,N,CM,20,0,0,0,0,0,0,0,0,17.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,15.0,73.3,2.0,7.0,0.0,1.0,0.0,Match Report,Pelly Ruddock Mpanzu,2023/2024
1,2023-08-12,Sat,Premier League,Matchweek 1,Away,L 1–4,Luton Town,Brighton,N,FW,27,0,0,0,0,1,1,0,0,12.0,1.0,0,1.0,0.1,0.1,0.0,0.0,0.0,3.0,7.0,42.9,0.0,5.0,1.0,0.0,0.0,Match Report,Jacob Brown,2023/2024
2,2023-08-25,Fri,Premier League,Matchweek 3,Away,L 0–3,Luton Town,Chelsea,N,"RW,FW",21,0,0,0,0,2,0,1,0,7.0,0.0,0,0.0,0.1,0.1,0.0,1.0,0.0,2.0,4.0,50.0,0.0,5.0,1.0,1.0,0.0,Match Report,Jacob Brown,2023/2024
4,2023-09-01,Fri,Premier League,Matchweek 4,Home,L 1–2,Luton Town,West Ham,N,FW,20,0,0,0,0,0,0,0,0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,Match Report,Jacob Brown,2023/2024
0,2023-08-12,Sat,Premier League,Matchweek 1,Away,L 1–4,Luton Town,Brighton,N,CB,15,0,0,0,0,0,0,0,0,5.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,100.0,0.0,2.0,0.0,1.0,0.0,Match Report,Chiedozie Ogbene,2023/2024
1,2023-08-25,Fri,Premier League,Matchweek 3,Away,L 0–3,Luton Town,Chelsea,N,LW,14,0,0,0,0,0,0,0,0,3.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,1.0,0.0,0.0,Match Report,Chiedozie Ogbene,2023/2024
3,2023-09-01,Fri,Premier League,Matchweek 4,Home,L 1–2,Luton Town,West Ham,N,RB,13,0,0,0,0,1,0,0,0,14.0,1.0,1,0.0,0.0,0.0,0.0,1.0,0.0,8.0,10.0,80.0,0.0,10.0,4.0,1.0,0.0,Match Report,Chiedozie Ogbene,2023/2024
0,2023-08-12,Sat,Premier League,Matchweek 1,Away,L 1–4,Luton Town,Brighton,N,CM,3,0,0,0,0,0,0,0,0,6,1,0,0,0.0,0.0,0.2,2,0,3,5,60.0,0,2,0,0,0,Match Report,Cauley Woodrow,2023/2024
1,2023-08-25,Fri,Premier League,Matchweek 3,Away,L 0–3,Luton Town,Chelsea,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report,Cauley Woodrow,2023/2024
3,2023-09-01,Fri,Premier League,Matchweek 4,Home,L 1–2,Luton Town,West Ham,N,CM,7,0,0,0,0,0,0,0,0,12,0,0,0,0.0,0.0,0.0,1,0,7,11,63.6,1,4,0,0,0,Match Report,Cauley Woodrow,2023/2024
0,2023-08-12,Sat,Premier League,Matchweek 1,Away,L 1–4,Luton Town,Brighton,N,CM,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,0,Match Report,Luke Berry,2023/2024
1,2023-08-25,Fri,Premier League,Matchweek 3,Away,L 0–3,Luton Town,Chelsea,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report,Luke Berry,2023/2024
3,2023-09-01,Fri,Premier League,Matchweek 4,Home,L 1–2,Luton Town,West Ham,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report,Luke Berry,2023/2024
0,2023-08-11,Fri,Premier League,Matchweek 1,Home,L 0–3,Burnley,Manchester City,Y*,CM,90,0,0,0,0,0,0,0,0,46.0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,37.0,43.0,86.0,2.0,16.0,0.0,0.0,0.0,Match Report,Josh Cullen,2023/2024
1,2023-08-27,Sun,Premier League,Matchweek 3,Home,L 1–3,Burnley,Aston Villa,Y*,CM,90,0,0,0,0,0,0,1,0,84.0,2.0,1,1.0,0.0,0.0,0.3,2.0,0.0,63.0,78.0,80.8,4.0,62.0,0.0,1.0,0.0,Match Report,Josh Cullen,2023/2024
3,2023-09-02,Sat,Premier League,Matchweek 4,Home,L 2–5,Burnley,Tottenham,Y*,"CM,DM",90,0,1,0,0,1,0,0,0,54.0,1.0,0,1.0,0.0,0.0,0.1,4.0,1.0,40.0,46.0,87.0,3.0,40.0,1.0,1.0,0.0,Match Report,Josh Cullen,2023/2024
0,2023-08-11,Fri,Premier League,Matchweek 1,Home,L 0–3,Burnley,Manchester City,Y,CB,90,0,0,0,0,0,0,0,0,51,2,1,2,0.0,0.0,0.0,0,0,32,38,84.2,3,24,1,0,0,Match Report,Ameen Al Dakhil,2023/2024
1,2023-08-27,Sun,Premier League,Matchweek 3,Home,L 1–3,Burnley,Aston Villa,Y,"CB,RB",90,0,0,0,0,0,0,0,0,86,0,1,0,0.0,0.0,0.0,0,0,72,83,86.7,8,71,2,1,1,Match Report,Ameen Al Dakhil,2023/2024
3,2023-09-02,Sat,Premier League,Matchweek 4,Home,L 2–5,Burnley,Tottenham,Y,"RB,WB",90,0,0,0,0,3,0,0,0,54,2,3,1,0.1,0.1,0.0,1,0,29,42,69.0,2,26,1,0,0,Match Report,Ameen Al Dakhil,2023/2024
0,2023-08-11,Fri,Premier League,Matchweek 1,Home,L 0–3,Burnley,Manchester City,Y,CB,90,0,0,0,0,0,0,0,0,62,0,1,2,0.0,0.0,0.0,0,0,42,56,75.0,3,27,0,0,0,Match Report,Dara OShea,2023/2024
1,2023-08-27,Sun,Premier League,Matchweek 3,Home,L 1–3,Burnley,Aston Villa,Y,CB,90,0,0,0,0,0,0,0,0,121,1,4,2,0.0,0.0,0.0,1,0,102,109,93.6,6,93,1,0,0,Match Report,Dara OShea,2023/2024
3,2023-09-02,Sat,Premier League,Matchweek 4,Home,L 2–5,Burnley,Tottenham,Y,CB,90,0,0,0,0,1,0,0,0,73,2,2,4,0.0,0.0,0.0,0,0,50,60,83.3,2,48,0,0,0,Match Report,Dara OShea,2023/2024
0,2023-08-11,Fri,Premier League,Matchweek 1,Home,L 0–3,Burnley,Manchester City,Y,RB,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,46.0,84.8,4.0,17.0,0.0,0.0,0.0,Match Report,Connor Roberts,2023/2024
1,2023-08-27,Sun,Premier League,Matchweek 3,Home,L 1–3,Burnley,Aston Villa,Y,"RB,CM,LB",90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,74.0,82.0,90.2,9.0,71.0,0.0,0.0,0.0,Match Report,Connor Roberts,2023/2024
3,2023-09-02,Sat,Premier League,Matchweek 4,Home,L 2–5,Burnley,Tottenham,Y,"LB,WB",90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,1.0,58.0,71.0,81.7,8.0,52.0,3.0,0.0,0.0,Match Report,Connor Roberts,2023/2024
0,2023-08-11,Fri,Premier League,Matchweek 1,Home,L 0–3,Burnley,Manchester City,Y,GK,90,0,0,0,0,0,0,0,0,55,0,0,0,0.0,0.0,0.0,0,0,39,52,75.0,1,32,0,0,0,Match Report,James Trafford,2023/2024
1,2023-08-27,Sun,Premier League,Matchweek 3,Home,L 1–3,Burnley,Aston Villa,Y,GK,90,0,0,0,0,0,0,0,0,29,0,0,0,0.0,0.0,0.0,0,0,25,27,92.6,1,17,0,0,0,Match Report,James Trafford,2023/2024
3,2023-09-02,Sat,Premier League,Matchweek 4,Home,L 2–5,Burnley,Tottenham,Y,GK,90,0,0,0,0,0,0,0,0,69,0,0,0,0.0,0.0,0.0,0,0,48,66,72.7,1,53,0,0,0,Match Report,James Trafford,2023/2024
0,2023-08-11,Fri,Premier League,Matchweek 1,Home,L 0–3,Burnley,Manchester City,Y,LM,89,0,0,0,0,2.0,0.0,0,0,37.0,2.0,0.0,2.0,0.1,0.1,0.0,3.0,0.0,14.0,20.0,70.0,2.0,14.0,2.0,3.0,1.0,Match Report,Lyle Foster,2023/2024
1,2023-08-27,Sun,Premier League,Matchweek 3,Home,L 1–3,Burnley,Aston Villa,Y,FW,80,1,0,0,0,1.0,1.0,0,0,19.0,1.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,10.0,14.0,71.4,0.0,12.0,3.0,0.0,0.0,Match Report,Lyle Foster,2023/2024
3,2023-09-02,Sat,Premier League,Matchweek 4,Home,L 2–5,Burnley,Tottenham,Y,"FW,AM",90,1,0,0,0,2.0,2.0,0,0,42.0,1.0,0.0,0.0,0.5,0.5,0.0,3.0,0.0,22.0,28.0,78.6,1.0,26.0,3.0,2.0,0.0,Match Report,Lyle Foster,2023/2024
0,2023-08-11,Fri,Premier League,Matchweek 1,Home,L 0–3,Burnley,Manchester City,Y,CM,89,0,0,0,0,0.0,0.0,0,0,33.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,28.0,82.1,1.0,12.0,0.0,0.0,0.0,Match Report,Sander Berge,2023/2024
1,2023-08-27,Sun,Premier League,Matchweek 3,Home,L 1–3,Burnley,Aston Villa,Y,CM,67,0,0,0,0,0.0,0.0,1,0,34.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,25.0,27.0,92.6,0.0,22.0,0.0,1.0,0.0,Match Report,Sander Berge,2023/2024
3,2023-09-02,Sat,Premier League,Matchweek 4,Home,L 2–5,Burnley,Tottenham,Y,CM,45,0,0,0,0,0.0,0.0,0,0,28.0,2.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,20.0,22.0,90.9,0.0,21.0,0.0,2.0,1.0,Match Report,Sander Berge,2023/2024
0,2023-08-11,Fri,Premier League,Matchweek 1,Home,L 0–3,Burnley,Manchester City,Y,FW,60,0,0,0,0,1,1,0,0,23.0,1.0,0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,11.0,90.9,0.0,11.0,1.0,4.0,2.0,Match Report,Zeki Amdouni,2023/2024
1,2023-08-27,Sun,Premier League,Matchweek 3,Home,L 1–3,Burnley,Aston Villa,Y,"FW,AM",80,0,0,0,0,2,0,0,0,25.0,1.0,0,1.0,0.1,0.1,0.0,1.0,0.0,15.0,16.0,93.8,3.0,13.0,1.0,3.0,1.0,Match Report,Zeki Amdouni,2023/2024
3,2023-09-02,Sat,Premier League,Matchweek 4,Home,L 2–5,Burnley,Tottenham,Y,FW,59,0,0,0,0,1,0,0,0,24.0,4.0,0,1.0,0.0,0.0,0.2,1.0,0.0,14.0,16.0,87.5,3.0,17.0,2.0,2.0,1.0,Match Report,Zeki Amdouni,2023/2024
0,2023-08-11,Fri,Premier League,Matchweek 1,Home,L 0–3,Burnley,Manchester City,Y,RM,60.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.1,0.1,0.1,2.0,0.0,8.0,14.0,57.1,0.0,18.0,1.0,2.0,0.0,Match Report,Luca Koleosho,2023/2024
